COUNT,Temporary PoleId,Permanent,X,Y,Primary,Neutral,Secondary,Construction Primary,Type,Ht,Location,Phasing,Lat,Lon,Feeder,Remarks
1159,ALA1533-1,ALA4967,43691108.77,5961610.684,2b,2b,2b,A1,C,25,Telbang Farm,A,16.16362012,120.0622741,6,
1160,ALA1533-2,ALA4968,43691278.28,5961437.07,2b,2b,2b,A1,C,30,Telbang Farm,A,16.16316189,120.0627399,6,
1161,ALA1533-3,ALA4969,43691459.91,5961255.253,2b,2b,,A3,S,30,Telbang Farm,A,16.16268201,120.063239,6,
1162,ALA1533-4,ALA4970,43691401.68,5961041.903,2b,2b,,A5,S,30,Telbang Farm,A,16.1621189,120.063079,6,
1163,ALA1524-01,ALA1534,43689887.11,5961867.907,2b,2b,2b,A1,C,30,Telbang,A,16.16429902,120.058917,6,
1164,ALA1524-02,ALA1535,43689715.71,5961632.235,2b,2b,2b,A1,C,30,Telbang,A,16.163677,120.058446,6,
1165,ALA1524-03,ALA1536,43689542.86,5961404.914,2b,2b,2b,A1,C,30,Telbang,A,16.16307702,120.057971,6,
1166,ALA1524-04,ALA1537,43689355.45,5961154.096,2b,2b,2b,A1,S,30,Telbang,A,16.16241502,120.057456,6,
1167,ALA1524-05,ALA1538,43689230.27,5960971.458,2b,2b,2b,A1,S,30,Telbang,A,16.16193297,120.057112,6,
1168,ALA1524-06,ALA1539,43689081.07,5960771.04,2b,2b,2b,A6,C,30,Telbang,A,16.16140399,120.056702,6,
1169,ALA1524-07,ALA1540,43688989,5960713.083,2b,2b,2b,A2,C,30,Telbang,A,16.16125102,120.056449,6,
1170,ALA1524-08,ALA1547,43688954.79,5960541.82,2b,2b,2b,A2,C,30,Telbang,A,16.16079899,120.056355,6,
1171,ALA1524-09,ALA1568,43689033.76,5960314.882,2b,2b,2b,A1,S,30,Telbang,A,16.16020001,120.056572,6,
1172,ALA1524-10,ALA1569,43689128.74,5960126.945,2b,2b,2b,A1,S,30,Telbang,A,16.15970397,120.056833,6,
1173,ALA1524-11,ALA1570,43689193.51,5959935.994,2b,2b,2b,A1,S,30,Telbang,A,16.15919997,120.057011,6,
1174,ALA1524-12,ALA1571,43689281.58,5959728.751,2b,2b,2b,A2,S,30,Telbang,A,16.15865297,120.057253,6,
1175,ALA1524-13,ALA1572,43689317.97,5959461.265,2b,2b,2b,A1,S,30,Telbang,A,16.15794696,120.057353,6,
1176,ALA1524-14,ALA1573,43689353.63,5959289.273,2b,2b,2b,A1,S,30,Telbang,A,16.157493,120.057451,6,
1177,ALA1524-15,ALA1574,43689434.78,5958917.213,2b,2b,2b,A1,S,30,Telbang,A,16.15651097,120.057674,6,
1178,ALA1524-16,ALA1575,43689474.81,5958537.218,2b,2b,2b,A1,S,30,Telbang,A,16.15550799,120.057784,6,
1179,ALA1524-17,ALA1576,43689522.12,5958310.29,2b,2b,2b,A6,C,30,Telbang,A,16.15490902,120.057914,6,
1180,ALA1524-18,ALA1577,43689557.05,5958097.747,2b,2b,2b,A1,S,30,Telbang,A,16.15434802,120.05801,6,
1181,ALA1524-19,ALA1578,43689558.14,5957930.65,2b,2b,2b,A2,S,30,Telbang,A,16.15390697,120.058013,6,
1182,ALA1524-20,ALA1579,43689491.91,5957744.656,2b,2b,2b,A1,S,30,Telbang,A,16.15341604,120.057831,6,
1183,ALA1524-21,ALA1580,43689357.63,5957501.404,2b,2b,2b,A1,S,30,cabulalaan,A,16.15277398,120.057462,6,
1184,ALA1524-22,ALA1581,43689283.76,5957276.733,2b,2b,2b,A1,S,30,cabulalaan,A,16.15218096,120.057259,6,
1185,ALA1524-23,ALA1582,43689183.32,5957055.113,2b,2b,2b,A6,S,30,cabulalaan,A,16.15159599,120.056983,6,
1186,ALA1524-24,ALA1590,43689058.14,5956894.492,2b,2b,2b,A1,C,30,cabulalaan,A,16.15117203,120.056639,6,
1187,ALA1524-25,ALA1591,43688938.05,5956686.496,2b,2b,2b,A2,C,30,cabulalaan,A,16.15062302,120.056309,6,
1188,ALA1524-26,ALA1592,43688736.81,5956656.931,2b,2b,2b,A2,C,30,cabulalaan,A,16.15054498,120.055756,6,
1189,ALA1524-27,ALA1593,43688607.99,5956470.909,2b,2b,2b,A1,C,30,cabulalaan,A,16.15005397,120.055402,6,
1190,ALA1524-28,ALA1594,43688518.84,5956329.217,2b,2b,2b,A2,C,30,cabulalaan,A,16.14967997,120.055157,6,
1191,ALA1524-29,ALA1595,43688334.34,5956145.864,2b,2b,,A1,C,30,cabulalaan,A,16.149196,120.05465,6,
1192,ALA1524-30,ALA1596,43688089.43,5955912.494,2b,2b,2b,A2,C,30,cabulalaan,A,16.14858001,120.053977,6,
1193,ALA1524-31,ALA1600,43688048.31,5955670.014,2b,2b,2b,A1,C,30,cabulalaan,A,16.14793997,120.053864,6,
1194,ALA1524-32,ALA1601,43688037.03,5955465.068,2b,2b,2b,A4,C,30,cabulalaan,A,16.147399,120.053833,6,
1195,ALA1524-33,ALA1602,43687736.08,5955418.833,2b,2b,2b,A2,C,30,cabulalaan,A,16.14727696,120.053006,6,
1196,ALA1524-33A,ALA1602A,43687907.48,5955443.095,2b,2b,2b,A1,S,30,cabulalaan,A,16.147341,120.053477,6,
1197,ALA1524-34,ALA1603,43687284.84,5955274.128,2b,2b,2b,A6,C,30,cabulalaan,A,16.146895,120.051766,6,
1198,ALA1524-35,ALA1604,43687177.49,5955110.083,2b,2b,2b,A1,S,30,cabulalaan,A,16.14646199,120.051471,6,
1199,ALA1524-36,ALA1605,43687036.66,5954896.406,2b,2b,2b,A1,S,30,cabulalaan,A,16.14589797,120.051084,6,
1200,ALA1524-37,ALA1606,43686890,5954705.084,2b,2b,2b,A1,S,30,cabulalaan,A,16.14539296,120.050681,6,
1201,ALA1524-38,ALA1607,43686702.96,5954483.471,2b,2b,2b,A1,S,30,cabulalaan,A,16.14480799,120.050167,6,
1202,ALA1524-39,ALA1608,43686532.29,5954247.092,2b,2b,2b,A6,C,30,cabulalaan,A,16.14418404,120.049698,6,
1203,ALA1613,ALA1613,43686022.82,5954106.897,2b,2b,2b,A1,C,30,Telbang,A,16.14381398,120.048298,6,
1204,ALA1614,ALA1614,43685474.42,5953816.348,2b,2b,2b,A6,C,30,Telbang,A,16.14304704,120.046791,6,
1205,ALA1615,ALA1615,43685264.08,5953658.371,2b,2b,2b,A1,C,30,Telbang,A,16.14263004,120.046213,6,
1206,ALA1616,ALA1616,43685033.37,5953483.343,2b,2b,2b,A1,C,30,Telbang,A,16.14216803,120.045579,6,
1207,ALA1617,ALA1617,43684825.21,5953329.145,2b,2b,2b,A1,C,30,Telbang,A,16.141761,120.045007,6,
1208,ALA1618,ALA1618,43684563.93,5953139.733,2b,2b,2b,A1,C,30,Telbang,A,16.14126102,120.044289,6,
1209,ALA1619,ALA1619,43684293.55,5952942.734,2b,2b,2b,A1,C,30,Telbang,A,16.14074101,120.043546,6,
1210,ALA1620,ALA1620,43684036.63,5952766.946,2b,2b,2b,A1,C,30,Telbang,A,16.14027699,120.04284,6,
1211,ALA1621,ALA1621,43683818.66,5952580.551,2b,2b,,A1,C,30,Telbang,A,16.13978497,120.042241,6,
1212,ALA1622,ALA1622,43683617.42,5952419.562,2b,2b,,A1,C,30,Telbang,A,16.13936001,120.041688,6,
1213,ALA1623,ALA1623,43683380.15,5952262.729,2b,2b,,A1,C,30,Telbang,A,16.13894602,120.041036,6,
1214,ALA1624,ALA1624,43683117.78,5952080.877,2b,2b,,A1,C,30,Telbang,A,16.13846599,120.040315,6,
1215,ALA1625,ALA1625,43682839.75,5951868.353,2b,2b,2b,A1,C,30,Telbang,A,16.13790499,120.039551,6,
1216,ALA1626,ALA1626,43682563.91,5951674.785,2b,2b,2b,A1,C,30,Telbang,A,16.13739403,120.038793,6,
1217,ALA1627,ALA1627,43682193.82,5951405.422,2b,2b,2b,A5,C,30,Telbang,A,16.13668299,120.037776,6,
1218,ALA1628,ALA1628,43682061,5951148.955,,2b,2b,J5,C,25,Telbang,A,16.13600599,120.037411,6,
1219,ALA1629,ALA1629,43681925.26,5950900.073,,2b,2b,J6,C,25,Telbang,A,16.13534901,120.037038,6,
1220,ALA1630,ALA1630,43681943.82,5951400.884,,2b,2b,J5,C,25,Telbang,A,16.13667101,120.037089,6,
1221,ALA1631,ALA1631,43681716.38,5951394.819,,2b,2b,J5,C,25,Telbang,A,16.136655,120.036464,6,
1222,ALA1632,ALA1632,43681505.32,5951375.131,,2b,2b,J5,C,25,Telbang,A,16.13660303,120.035884,6,
1223,ALA1633,ALA1633,43681256.41,5951383.833,,2b,2b,J5,C,25,Telbang,A,16.136626,120.0352,6,
1224,ALA1634,ALA1634,43681028.61,5951396.342,,2b,2b,J5,C,25,Telbang,A,16.13665902,120.034574,6,
1225,ALA1635,ALA1635,43680844.11,5951405.043,,2b,2b,J10,S,25,Telbang,A,16.13668199,120.034067,6,
1226,ALA1636,ALA1636,43680774.96,5951264.884,,2b,2b,J6,C,25,Telbang,A,16.13631201,120.033877,6,
1227,ALA1524-08-01,ALA1548,43688760.83,5960537.278,2b,2b,,A1,S,30,Telbang,A,16.160787,120.055822,6,
1228,ALA1524-08-02,ALA1549,43688544.67,5960537.66,2b,2b,,A1,S,30,Telbang,A,16.16078801,120.055228,6,
1229,ALA1524-08-03,ALA1550,43688287.76,5960548.648,2b,2b,2b,A1,S,30,Telbang,A,16.16081701,120.054522,6,
1230,ALA1524-08-04,ALA1551,43688078.15,5960518.319,2b,2b,2b,A1,S,30,Telbang,A,16.16073696,120.053946,6,
1231,ALA1524-08-05,ALA1552,43687864.17,5960457.346,2b,2b,2b,A1,S,30,Telbang,A,16.16057603,120.053358,6,
1232,ALA1524-08-06,ALA1553,43687641.1,5960389.895,2b,2b,2b,A1,S,30,Telbang,A,16.160398,120.052745,6,
1233,ALA1524-08-07,ALA1554,43687391.46,5960334.193,2b,2b,2b,A2,S,30,Telbang,A,16.16025098,120.052059,6,
1234,ALA1524-08-08,ALA1555,43687201.87,5960166.738,2b,2b,2b,A1,S,30,Telbang,A,16.159809,120.051538,6,
1235,ALA1524-08-09,ALA1556,43686999.9,5960056.096,2b,2b,2b,A1,S,30,Telbang,A,16.15951697,120.050983,6,
1236,ALA1524-08-10,ALA1557,43686784.47,5959926.151,2b,2b,2b,A1,S,30,Telbang,A,16.15917399,120.050391,6,
1237,ALA1524-08-11,ALA1558,43686574.86,5959851.903,2b,2b,2b,A1,S,30,Telbang,A,16.15897802,120.049815,6,
1238,ALA1524-08-12,ALA1559,43686406.74,5959728.368,2b,2b,2b,A1,S,30,Telbang,A,16.15865196,120.049353,6,
1239,ALA1524-08-13,ALA1560,43686129.44,5959631.002,2b,2b,2b,A2,S,30,Telbang,A,16.15839497,120.048591,6,
1240,ALA1524-08-14,ALA1561,43685946.4,5959491.593,2b,2b,2b,A6,S,30,Telbang,A,16.15802701,120.048088,6,
1241,ALA1524-08-15,ALA1562,43685733.88,5959476.442,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.15798702,120.047504,6,
1242,ALA1524-08-16,ALA1563,43685555.2,5959470.38,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.15797102,120.047013,6,
1243,ALA1524-08-17,ALA1564,43685335.77,5959459.772,1/0b,1/0b,1/0i,A2,S,30,Telbang,A,16.15794302,120.04641,6,
1244,ALA1524-08-18,ALA1565,43685087.59,5959400.672,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.15778703,120.045728,6,
1245,ALA1524-08-19,ALA1566,43684878.34,5959330.206,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.15760104,120.045153,6,
1246,ALA1524-08-20,ALA1567,43684472.95,5959144.939,1/0b,1/0b,1/0i,A4,S,30,Telbang,A,16.15711204,120.044039,6,
1247,ALA1524-08-21,ALA4536,43684450.76,5958966.466,1/0b,1/0b,1/0i,A2,S,30,Telbang,A,16.15664097,120.043978,6,
1248,ALA1524-08-22,ALA4537,43684447.12,5958764.147,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.15610696,120.043968,6,
1249,ALA1524-08-23,ALA4538,43684476.23,5958495.554,1/0b,1/0b,1/0i,A4,S,30,Telbang,A,16.15539802,120.044048,6,
1250,ALA1524-08-24,ALA4539,43684702.21,5958376.599,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.15508404,120.044669,6,
1251,ALA1524-08-25,ALA4540,43684912.91,5958264.053,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.15478698,120.045248,6,
1252,ALA1524-08-26,ALA4541,43685113.42,5958176.536,1/0b,1/0b,1/0i,A5,S,30,Telbang,A,16.15455598,120.045799,6,
1253,ALA1524-08-27,ALA4542,43685327.76,5958089.015,,1/0b,1/0i,J5,S,25,Telbang,A,16.15432497,120.046388,6,
1254,ALA1524-08-28,ALA4543,43685542.47,5957978.409,,1/0b,1/0i,J5,S,25,Telbang,A,16.15403303,120.046978,6,
1255,ALA1524-08-29,ALA4544,43685930.39,5957818.136,,1/0b,1/0i,J5,S,25,Telbang,A,16.15360999,120.048044,6,
1256,ALA1524-08-30,ALA4545,43686220.42,5957681.746,,1/0b,1/0i,J5,S,25,Telbang,A,16.15324999,120.048841,6,
1257,ALA1524-08-31,ALA4546,43686553.39,5957515.441,,1/0b,1/0i,J6,S,25,Telbang,A,16.15281103,120.049756,6,
1258,ALA1524-18-01,ALA4517,43689755.74,5958145.477,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.154474,120.058556,6,
1259,ALA1524-18-02,ALA4518,43689982.46,5958125.026,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.15442002,120.059179,6,
1260,ALA1524-18-03,ALA4519,43690172.78,5958132.966,1/0b,1/0b,1/0i,A2,S,30,Telbang,A,16.15444098,120.059702,6,
1261,ALA1524-18-04,ALA4520,43690374.02,5958039.762,1/0b,1/0b,1/0i,A2,S,30,Telbang,A,16.15419497,120.060255,6,
1262,ALA1524-18-05,ALA4521,43690577.44,5958079.551,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.15429999,120.060814,6,
1263,ALA1524-18-06,ALA4522,43690753.2,5958061.736,1/0b,1/0b,1/0i,A2,S,30,Telbang,A,16.15425297,120.061297,6,
1264,ALA1524-18-07,ALA4523,43690942.43,5958026.521,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.15416002,120.061817,6,
1265,ALA1524-18-08,ALA4524,43691129.84,5958041.668,1/0b,1/0b,1/0i,A2,S,30,Telbang,A,16.1542,120.062332,6,
1266,ALA1524-18-09,ALA4525,43691328.17,5958048.874,1/0b,1/0b,1/0i,A2,S,30,Telbang,A,16.15421902,120.062877,6,
1267,ALA1524-18-10,ALA4526,43691488.29,5957967.801,1/0b,1/0b,1/0i,A2,S,30,Telbang,A,16.15400503,120.063317,6,
1268,ALA1524-18-11,ALA4527,43691547.24,5957775.711,1/0b,1/0b,1/0i,A5,S,30,Telbang,A,16.15349801,120.063479,6,
1269,ALA1524-18-12,ALA4528,43691726.65,5957727.603,,1/0b,1/0i,J6/J15,S,25,Telbang,A,16.15337103,120.063972,6,
1270,ALA1524-18-13,ALA4529,43691853.65,5957604.072,,1/0b,1/0i,J5,S,25,Telbang,A,16.15304497,120.064321,6,
1271,ALA1524-18-14,ALA4530,43691978.1,5957409.345,,1/0b,1/0i,J5,S,25,Telbang,A,16.15253099,120.064663,6,
1272,ALA1524-18-15,ALA4531,43692122.57,5957275.241,,1/0b,1/0i,J6,S,25,Telbang,A,16.15217702,120.06506,6,
1273,ALA1524-18-12-1,ALA4532,43691859.47,5957873.074,,1/0b,1/0i,J5,S,25,Telbang,A,16.153755,120.064337,6,
1274,ALA1524-18-12-2,ALA4533,43691994.48,5958033.348,,1/0b,1/0i,J5,S,25,Telbang,A,16.15417804,120.064708,6,
1275,ALA1524-18-12-3,ALA4534,43692104.74,5958189.807,,1/0b,1/0i,J5,S,25,Telbang,A,16.15459101,120.065011,6,
1276,ALA1524-18-12-4,ALA4535,43692228.11,5958409.908,,1/0b,1/0i,J6,S,25,Telbang,A,16.15517196,120.06535,6,
1277,ALA1609,ALA1609,43686424.57,5953955.368,,2b,2b,J5,C,25,Telbang,A,16.143414,120.049402,6,
1278,ALA1610,ALA1610,43686338.69,5953639.414,,2b,2b,J10,S,25,Telbang,A,16.14258,120.049166,6,
1279,ALA1611,ALA1611,43686136.36,5953539.006,,2b,2b,J5,C,25,Telbang,A,16.14231496,120.04861,6,
1280,ALA1612,ALA1612,43685966.78,5953477.278,,2b,2b,J6,C,25,Telbang,A,16.14215202,120.048144,6,
1281,ALA1519-1,ALA5453,43689634.64,5963277.777,,1/0b,1/0i,J7,S,30,Telbang,A,16.16802012,120.0582232,6,
1282,ALA1519-2,ALA5454,43689764.44,5963212.976,,1/0b,1/0i,J7,S,30,Telbang,A,16.16784909,120.0585799,6,
1283,ALA1519-3,ALA5455,43689936.6,5963214.128,,1/0b,1/0i,J6,S,30,Telbang,A,16.16785213,120.059053,6,
1284,ALA1528-1,ALA1528,43690878.46,5961892.883,,2b,2b,J5/J8,S,30,Telbang Farm,A,16.16436494,120.0616412,6,
1285,ALA1529,ALA1529,43690961.32,5962136.845,,2b,2b,J5/J8,S,25,Telbang Farm,A,16.16500884,120.0618689,6,
1286,ALA1530,ALA1530,43691013.36,5962308.961,,2b,2b,J5/J8,C,25,Telbang Farm,A,16.16546311,120.0620119,6,
1287,ALA1531,ALA1531,43691040.65,5962471.836,,2b,2b,J5/J8,S,25,Telbang Farm,A,16.16589299,120.0620869,6,
1288,ALA1532,ALA1532,43690970.86,5962665.783,,2b,2b,J10,C,25,Telbang Farm,A,16.16640488,120.0618951,6,
1289,ALA1533,ALA1533,43690937.34,5962844.25,,2b,2b,J6,C,25,Telbang Farm,A,16.16687591,120.061803,6,
1290,ALA1770-2-1,ALA4365,43673495.51,5959068.071,1/0b,1/0b,1/0i,A1,S,30,"Hilarion, Sabangan",A,16.15690915,120.0138732,6,
1291,ALA1770-2-2,ALA4366,43673489.28,5959291.58,1/0b,1/0b,1/0i,A1,S,30,"Hilarion, Sabangan",A,16.15749909,120.0138561,6,
1292,ALA1770-2-3,ALA4367,43673482.3,5959495.798,1/0b,1/0b,1/0i,A2-2,S,30,"Hilarion, Sabangan",A,16.15803811,120.0138369,6,
1293,ALA1770-2-4,ALA4368,43673376.8,5959688.583,1/0b,1/0b,1/0i,A5,S,30,"Hilarion, Sabangan",A,16.15854695,120.013547,6,
1294,ALA1770-2-5,ALA4369,43673136.55,5959728.872,,1/0b,1/0i,J5/J8,S,25,"Hilarion, Sabangan",A,16.15865329,120.0128868,6,
1295,ALA1770-2-6,ALA4370,43672909.59,5959769.324,,1/0b,1/0i,J10,S,25,"Hilarion, Sabangan",A,16.15876006,120.0122631,6,
1296,ALA1770-2-7,ALA4371,43672780.33,5959903.085,,1/0b,1/0i,J5/J8,S,25,"Hilarion, Sabangan",A,16.15911311,120.0119079,6,
1297,ALA1770-2-8,ALA4372,43672640.22,5960062.143,,1/0b,1/0i,J6,S,25,"Hilarion, Sabangan",A,16.15953293,120.0115229,6,
1298,ALA1770-1,ALA4373,43673341.5,5958638.724,,2b,2b,J6,W,30,Sabangan,A,16.15577591,120.01345,6,
1299,ALA1450,ALA1450,43676549.28,5958761.51,2b,2b,2b,A1,C,30,Sabangan,A,16.1561,120.0222649,6,
1300,ALA1451,ALA1451,43676748.01,5958598.644,2b,2b,2b,A1,C,30,Sabangan,A,16.15567012,120.022811,6,
1301,ALA1452,ALA1452,43676939.38,5958437.975,2b,2b,2b,A2,C,30,Sabangan,A,16.15524604,120.0233369,6,
1302,ALA1453,ALA1453,43677076.17,5958355.731,2b,2b,2b,A1,C,30,Sabangan,A,16.15502896,120.0237128,6,
1303,ALA1454,ALA1454,43677197.79,5958291.278,2b,2b,2b,A2,C,30,Sabangan,A,16.15485884,120.024047,6,
1304,ALA1455,ALA1455,43677391.71,5958168.265,2b,2b,2b,A5,C,30,Sabangan,A,16.15453415,120.0245799,6,
1305,ALA1796,ALA1796,43677712.71,5958342.872,,2b,2b,J10/J15,S,25,sabangan,A,16.15499502,120.025462,6,
1306,ALA1794-A,ALA1796A,43677689.79,5958126.518,,2b,2b,J6,S,25,sabangan,A,16.15442396,120.025399,6,
1307,ALA1795,ALA1795,43677614.82,5958289.077,,2b,2b,J5/J8,S,25,sabangan,A,16.15485303,120.025193,6,
1308,ALA1797,ALA1797,43677836.44,5958494.41,,2b,2b,J10,S,25,sabangan,A,16.155395,120.025802,6,
1309,ALA1798,ALA1798,43677846.27,5958752.812,,2b,2b,J10,S,25,sabangan,A,16.15607704,120.025829,6,
1310,ALA1799,ALA1799,43678092.27,5958726.265,,2b,2b,J5/J8,S,25,sabangan,A,16.15600697,120.026505,6,
1311,ALA1800,ALA1800,43678361.92,5958632.329,,2b,2b,J6,S,25,sabangan,A,16.15575903,120.027246,6,
1312,ALA1801,ALA1801,43677852.82,5958900.922,,2b,2b,J5/J8,S,25,sabangan,A,16.15646797,120.025847,6,
1313,ALA1802,ALA1802,43677831.71,5959069.518,,2b,2b,J6,S,25,sabangan,A,16.15691297,120.025789,6,
1314,ALA1775,ALA5484,43674540.6,5957773.46,,2b,2b,J5/J8,S,25,Sabangan,A,16.15349207,120.0167451,6,
1315,ALA1776,ALA5485,43674628.59,5957494.63,,2b,2b,J5/J8,S,25,Sabangan,A,16.1527561,120.0169869,6,
1316,ALA1777,ALA5486,43674797.12,5957214.297,,2b,2b,J6,S,25,Sabangan,A,16.15201616,120.01745,6,
1317,ALA1786-4-1,ALA4499,43676507.14,5959997.803,,2b,2b,j6,c,25,sabangan,A,16.15936311,120.0221491,6,
1318,ALA1685-1,ALA5456,43689630.2,5965087.942,,2b,2i,J10,S,30,Telbang,A,16.17279762,120.058211,6,
1319,,ALA5457,43689690.97,5965162.729,,2b,2i,J6,S,30,Telbang,A,16.172995,120.058378,,
1320,ALA1691,ALA1691,43690736.1,5964665.112,,2b,1/0b,J10,S,25,Telbang,A,16.17168167,120.06125,6,
1321,ALA1692,ALA1692,43690708.19,5964552.072,,2b,1/0b,J5,S,25,Telbang,A,16.17138333,120.0611733,6,
1322,ALA1693,ALA1693,43690638.47,5964334.207,,2b,1/0b,J5,S,25,Telbang,A,16.17080833,120.0609817,6,
1323,ALA1694,ALA1694,43690585.08,5964138.448,,2b,1/0b,J10,S,25,Telbang,A,16.17029167,120.060835,6,
1324,ALA1695,ALA1695,43690604.48,5963892.797,,2b,1/0b,J5,S,25,Telbang,A,16.16964333,120.0608883,6,
1325,ALA1696,ALA1696,43690682.13,5963700.827,,2b,1/0b,J6,S,25,Telbang,A,16.16913667,120.0611017,6,
1326,ALA1700,ALA4981,43691400.23,5965070.532,,2b,2b,J6,S,30,Telbang,A,16.17275167,120.063075,6,
1327,ALA2926-20-01,ALA4288,43664358.54,5959059.292,2b,2b,,C2X,C,35,Coasta del Sol,B,16.15688598,119.988765,6,
1328,ALA2926-20-02,ALA4289,43664494.64,5958917.213,2b,2b,,C2X,C,35,Coasta del Sol,B,16.15651097,119.989139,6,
1329,ALA2926-20-03,ALA4290,43664690.06,5958847.509,2b,2b,,C1X,C,35,Coasta del Sol,B,16.15632699,119.989676,6,
1330,ALA2926-20-04,ALA4291,43664868.37,5958791.808,2b,2b,,C1X,C,35,Coasta del Sol,B,16.15617997,119.990166,6,
1331,ALA2926-20-05,ALA4292,43665020.48,5958724.772,2b,2b,,C1X,C,35,Coasta del Sol,B,16.15600303,119.990584,6,
1332,ALA2926-20-06,ALA4293,43665206.44,5958647.097,2b,2b,,C1X,C,35,Coasta del Sol,B,16.15579801,119.991095,6,
1333,ALA2926-20-07,ALA4294,43665343.99,5958587.236,2b,2b,,C1X,C,35,Coasta del Sol,B,16.15564001,119.991473,6,
1334,ALA2926-20-08,ALA4295,43665523.76,5958508.034,2b,2b,,C4C4,C,35,Coasta del Sol,B,16.15543096,119.991967,6,
1335,ALA2926-20-09,ALA4296,43665457.89,5958403.877,2b,2b,,C1X,C,35,Coasta del Sol,B,16.15515604,119.991786,6,
1336,ALA2926-20-10,ALA4297,43665392.39,5958257.609,2b,2b,,C7,C,35,Coasta del Sol,B,16.15476997,119.991606,6,
1337,ALA2926-20-08-L1,ALA4298,43665575.07,5958645.953,2b,2b,,C14,C,30,Coasta del Sol,B,16.15579499,119.992108,6,
1338,ALA2926-20-08-L2,ALA4299,43665652.22,5958762.276,2b,2b,,C7,C,30,Coasta del Sol,B,16.15610202,119.99232,6,
1339,ALA2926-20-11,ALA4300,43665336.71,5958145.477,,,,J8J5,C,25,Coasta del Sol,B,16.154474,119.991453,6,
1340,ALA2926-20-12,ALA4301,43665284.31,5958046.59,,,,J10,C,25,Coasta del Sol,B,16.15421299,119.991309,6,
1341,ALA2926-20-13,ALA4302,43665138.02,5958071.962,,,,J6,C,25,Coasta del Sol,B,16.15427996,119.990907,6,
1342,ALA2926-20-04-L1,ALA4303,43664880.74,5958915.342,,,,J10,C,25,Coasta del Sol,B,16.15650603,119.9902,6,
1343,ALA2926-20-04-L2,ALA4304,43664985.55,5959057.038,,,,J10,C,25,Coasta del Sol,B,16.15688003,119.990488,6,
1344,ALA2926-20-04-L3,ALA4305,43665122.01,5959111.212,,,,J6,C,25,Coasta del Sol,B,16.15702302,119.990863,6,
1345,ALA2926-20-04-1,ALA4306,43664834.16,5958589.142,,,,J10,C,25,Coasta del Sol,B,16.15564504,119.990072,6,
1346,ALA2926-20-04-2,ALA4307,43664968.81,5958607.305,,,,J10,C,25,Coasta del Sol,B,16.15569298,119.990442,6,
1347,ALA2926-20-04-3,ALA4308,43665063.06,5958570.562,,,,J6/J6,C,25,Coasta del Sol,B,16.155596,119.990701,6,
1348,ALA2926-20-05-1,ALA4309,43665032.49,5958843.728,,,,J10,C,25,Coasta del Sol,B,16.15631701,119.990617,6,
1349,ALA2926-20-05-2,ALA4310,43665086.35,5958926.329,,,,J10,C,25,Coasta del Sol,B,16.15653503,119.990765,6,
1350,ALA2926-20-05-3,ALA4311,43665176.96,5958943.73,,,,J10,C,25,Coasta del Sol,B,16.15658096,119.991014,6,
1351,ALA2926-20-05-4,ALA4312,43665305.78,5958861.546,,,,J6,C,25,Coasta del Sol,B,16.15636404,119.991368,6,
1352,ALA2926-20-08-1,ALA4313,43665644.21,5958455.383,,,,J5,C,25,Coasta del Sol,B,16.15529199,119.992298,6,
1353,ALA2926-20-08-2,ALA4314,43665795.96,5958387.934,,,,J5,C,25,Coasta del Sol,B,16.15511396,119.992715,6,
1354,ALA2926-20-08-3,ALA4315,43665864.01,5958354.621,,,,J6,C,25,Coasta del Sol,B,16.15502603,119.992902,6,
1355,ALA2926-20-08-L2-L1,ALA4316,43665748.65,5958674.754,,,,J5,C,25,Coasta del Sol,B,16.15587101,119.992585,6,
1356,ALA2926-20-08-L2-L2,ALA4317,43665841.45,5958595.556,,,,J5,C,25,Coasta del Sol,B,16.15566197,119.99284,6,
1357,ALA2926-20-08-L2-L3,ALA4318,43665933.51,5958511.467,,,,J6,C,25,Coasta del Sol,B,16.15544002,119.993093,6,
1358,ALA2926-20-08-L2-R1,ALA4319,43665516.84,5958869.484,,,,J5,C,25,Coasta del Sol,B,16.15638499,119.991948,6,
1359,ALA2926-20-08-L2-R2,ALA4320,43665403.31,5958970.66,,,,J5,C,25,Coasta del Sol,B,16.15665204,119.991636,6,
1360,ALA2926-20-08-L2-R3,ALA4321,43665287.22,5959072.185,,,,J6,C,25,Coasta del Sol,B,16.15692001,119.991317,6,
1361,ALA2926-20-08-L1-1,ALA4322,43665440.06,5958724.389,,,,J6,C,25,Coasta del Sol,B,16.15600202,119.991737,6,
1362,ALA2926-20-09-L1,ALA4323,43665607.46,5958325.819,,,,J5,C,25,Coasta del Sol,B,16.15495001,119.992197,6,
