COUNT,Temporary PoleId,Permanent,X,Y,Primary,Neutral,Secondary,Construction Primary,Type,Ht,Location,Phasing,Lat,Lon,Feeder,Remarks
764,ALA3000-81,ALA4904,43665975,5942240.141,,2b,2b,J6/J15,C,25,Nibaliw Balangobong,A,16.1124878,119.993207,6,
765,ALA3000-82,ALA4905,43665760.66,5942289.106,,2b,2b,J7,S,25,Nibaliw Balangobong,A,16.11261707,119.992618,6,
766,ALA3000-83,ALA4906,43665481.95,5942332.992,,2b,2b,J10,S,25,Nibaliw Balangobong,A,16.11273293,119.9918521,6,
767,ALA3000-84,ALA4907,43665257.75,5942364.518,,2b,2b,J10,S,25,Nibaliw Balangobong,A,16.11281616,119.991236,6,
768,ALA3000-85,ALA4908,43665047.37,5942387.499,,2b,2b,J6/J6,S,25,Nibaliw Balangobong,A,16.11287683,119.9906579,6,
769,ALA3000-86,ALA4909,43665040.82,5942681.863,,2b,2b,J5,S,25,Nibaliw Balangobong,A,16.11365396,119.9906399,6,
770,ALA3000-87,ALA4910,43665070.34,5942986.741,,2b,2b,J5,S,25,Nibaliw Balangobong,A,16.11445884,119.990721,6,
771,ALA3000-88,ALA4911,43665085.66,5943426.157,,2b,2b,J5,S,25,Nibaliw Balangobong,A,16.1156189,119.9907631,6,
772,ALA1699-01-1,ALA1702,43691582.9,5964927.043,,2b,2b,J10,S,25,telbang,A,16.17237297,120.063577,6,
773,ALA1699-01-2,ALA1703,43691756.85,5964891.821,,2b,2b,J5-J6,S,25,telbang,A,16.17228001,120.064055,6,
774,ALA1699-01-2-1,ALA4976,43691882.76,5964838.021,,2b,2b,J5,S,30,telbang,A,16.17213802,120.064401,6,
775,ALA1699-01-3,ALA4980,43691830.36,5965068.751,,2b,2b,J6,S,30,telbang,A,16.17274697,120.064257,6,
776,ALA1699-01-4,ALA4977,43692018.5,5964810.362,,2b,2b,J6/J15,S,30,telbang,A,16.17206502,120.064774,6,
777,,ALA4978,43692126.94,5964798.229,,2b,2b,J7,S,30,,A,16.172033,120.065072,6,
778,ALA1699-01-5,ALA4979,43692127.67,5964950.163,,2b,2b,J6,S,25,telbang,A,16.17243399,120.065074,6,
779,ALA1699-10-1,ALA4974,43693210.28,5962695.003,,2b,2b,J10,C,25,Victoria,A,16.166482,120.068049,6,
780,ALA1699-10-2,ALA4975,43693476.3,5962763.187,,2b,2b,J6,W,25,Victoria,A,16.16666196,120.06878,6,
781,ALA1699-20-1,ALA1749,43694588.75,5961067.333,,2b,2b,J10,C,25,Victoria,A,16.16218602,120.071837,6,
782,ALA1699-20-2,ALA1750,43694526.16,5960898.737,,2b,2b,J5,C,25,Victoria,A,16.16174103,120.071665,6,
783,ALA1699-20-3,ALA1751,43694433.73,5960647.538,,2b,2b,J5,C,25,Victoria,A,16.16107802,120.071411,6,
784,ALA1699-20-4,ALA1752,43694297.26,5960463.761,,2b,2b,J10,C,25,Victoria,A,16.16059296,120.071036,6,
785,ALA1699-20-5,ALA1753,43694360.95,5960298.211,,2b,2b,J10,C,25,Victoria,A,16.16015601,120.071211,6,
786,ALA1699-20-6,ALA1754,43694559.64,5960250.864,,2b,2b,J6/J15,C,25,Victoria,A,16.16003104,120.071757,6,
787,ALA1699-20-7,ALA4971,43694765.97,5960156.513,,2b,2b,J5/J8,S,25,Victoria,A,16.15978201,120.072324,6,
788,,ALA4972,43694938.46,5960090.206,,2b,2b,J5/J8,S,25,Victoria,A,16.159607,120.072798,6,
789,ALA1699-20-8,ALA4973,43695118.59,5959991.313,,2b,2b,J6,S,25,Victoria,A,16.15934598,120.073293,6,
790,ALA1699-11-2,ALA4963,43693271.05,5962145.245,,2b,2b,J10,C,30,Zone 2 Victoria,A,16.16503101,120.068216,6,
791,ALA1699-11-3,ALA4964,43693094.56,5961967.909,,2b,2b,J5,S,25,Zone 2 Victoria,A,16.16456296,120.067731,6,
792,ALA1699-11-4,ALA4965,43692985.75,5961844.787,,2b,2b,J5,S,25,Zone 2 Victoria,A,16.164238,120.067432,6,
793,ALA1699-11-5,ALA4966,43692854.02,5961707.625,,2b,2b,J6,S,25,Zone 2 Victoria,A,16.16387598,120.06707,6,
794,ALA1699-08-01,ALA1714,43692816.9,5963050.785,2b,2b,2b,A1,W,30,Zone 2 Victoria,A,16.16742102,120.066968,6,
795,ALA1699-08-02,ALA1715,43692867.23,5963393.422,2b,2b,2b,A1,W,30,Zone 2 Victoria,A,16.16832534,120.0671063,6,
796,ALA1699-08-03,ALA1716,43692894.05,5963584.261,2b,2b,2b,A3,W,30,Zone 2 Victoria,A,16.16882902,120.06718,6,
797,ALA1699-08-04,ALA1717,43693236.85,5963656.255,2b,2b,,A4/A5-1,C,30,Zone 2 Victoria,A,16.16901903,120.068122,6,
798,ALA1699-08-04-1,ALA5462,43693089.83,5963736.572,2b,2b,,A2,S,30,Zone 2 Victoria,A,16.16923101,120.067718,6,
799,ALA1699-08-04-2,ALA5463,43693004.68,5963948.369,2b,2b,,A1,S,30,Zone 2 Victoria,A,16.16979,120.067484,6,
800,ALA1699-08-04-3,ALA5464,43692859.12,5964204.5,2b,2b,,A5,S,30,Zone 2 Victoria,A,16.170466,120.067084,6,
801,ALA1699-08-05,ALA1718,43693359.12,5963723.678,2b,2b,,A3,W,30,Zone 3 Victoria,A,16.16919698,120.068458,6,
802,ALA1699-08-06,ALA1719,43693444.27,5963930.17,2b,2b,2b,A2,W,30,Zone 3 Victoria,A,16.16974197,120.068692,6,
803,ALA1699-08-07,ALA1720,43693455.55,5964170.392,2b,2b,2b,A1,W,30,Zone 3 Victoria,A,16.17037598,120.068723,6,
804,ALA1699-08-08,ALA1721,43693477.39,5964379.936,2b,2b,2b,A1,W,30,Zone 3 Victoria,A,16.17092902,120.068783,6,
805,ALA1699-08-09,ALA1722,43693491.22,5964588.336,2b,2b,2b,A2,W,30,Zone 3 Victoria,A,16.17147904,120.068821,6,
806,ALA1699-08-10,ALA1722A,43693474.48,5964729.66,2b,2b,2b,A1,S,30,Zone 3 Victoria,A,16.17185203,120.068775,6,
807,ALA1699-08-11,ALA1723,43693434.08,5964836.498,2b,2b,2b,A1,C,30,Zone 3 Victoria,A,16.172134,120.068664,6,
808,ALA1699-08-12,ALA1724,43693443.18,5964960.769,2b,2b,2b,A1,W,30,Zone 3 Victoria,A,16.17246198,120.068689,6,
809,ALA1699-08-13,ALA1725,43693406.43,5965138.873,2b,2b,2b,A2/A5-1,C,30,Zone 3 Victoria,A,16.17293204,120.068588,6,
810,ALA1699-08-13-1,ALA1725A,43693252.13,5965163.108,2b,2b,,A5,C,30,Zone 3 Victoria,A,16.172996,120.068164,6,
811,ALA1699-08-14,ALA1726,43693400.24,5965387.803,2b,2b,2b,A1,W,30,Zone 3 Victoria,A,16.17358902,120.068571,6,
812,ALA1699-08-14-1,ALA1727,43693519.96,5965385.514,,2b,2b,J6,W,25,Zone 3 Victoria,A,16.17358298,120.0689,6,
813,ALA1699-08-15,ALA1728,43693391.87,5965605.666,2b,2b,2b,A4,W,30,Zone 3 Victoria,A,16.17416401,120.068548,6,
814,ALA1699-08-15-1,ALA1729,43693289.61,5965572.319,,2b,2b,J6,W,25,Zone 3 Victoria,A,16.174076,120.068267,6,
815,ALA1699-08-16,ALA1730,43693564.72,5965661.755,2b,2b,2b,A2,W,30,Zone 3 Victoria,A,16.17431204,120.069023,6,
816,ALA1699-08-17,ALA1731,43693711.74,5965756.84,2b,2b,2b,A1,S,30,Zone 3 Victoria,A,16.17456299,120.069427,6,
817,ALA1699-08-18,ALA1732,43693926.81,5965869.363,2b,2b,,A1,W,30,Zone 3 Victoria,A,16.17485996,120.070018,6,
818,ALA1699-08-19,ALA1733,43694185.18,5966003.513,2b,2b,,A4/A5-1,C,30,Zone 3 Victoria,A,16.17521401,120.070728,6,
819,ALA1699-08-19-1,ALA4984,43694107.67,5966185.368,2b,2b,,A1,C,30,Zone 3 Victoria,A,16.17569396,120.070515,6,
820,ALA1699-08-19-2,ALA4985,43694034.16,5966369.542,2b,2b,,A5,C,30,Zone 3 Victoria,A,16.17618003,120.070313,6,
821,ALA1699-08-20,ALA4950,43694231.03,5966111.497,1/0b,1/0b,,A15,S,30,Zone 3 Victoria,A,16.175499,120.070854,6,
822,ALA1699-08-21,ALA4951,43694356.58,5966248.285,1/0b,1/0b,,A2,S,30,Zone 3 Victoria,A,16.17586001,120.071199,6,
823,ALA1699-08-22,ALA4952,43694491.22,5966398.316,1/0b,1/0b,,A4,S,30,Zone 3 Victoria,A,16.17625597,120.071569,6,
824,ALA1699-08-23,ALA4953,43694328.92,5966515.03,1/0b,1/0b,,A4,S,30,Zone 3 Victoria,A,16.176564,120.071123,6,
825,ALA1699-08-24,ALA4954,43694376.23,5966605.577,1/0b,1/0b,,A4,S,30,Zone 3 Victoria,A,16.17680297,120.071253,6,
826,ALA1699-08-25,ALA4955,43694325.28,5966706.764,1/0b,1/0b,,A1,S,30,Zone 3 Victoria,A,16.17707002,120.071113,6,
827,ALA1699-08-26,ALA4956,43694270.7,5966818.527,1/0b,1/0b,,A4,S,30,Zone 3 Victoria,A,16.17736498,120.070963,6,
828,ALA1699-08-27,ALA4957,43694339.11,5966835.581,1/0b,1/0b,,A1,S,30,Zone 3 Victoria,A,16.17740999,120.071151,6,
829,ALA1699-08-28,ALA4958,43694425.72,5966831.803,1/0b,1/0b,1/0i,A3,S,30,Zone 3 Victoria,A,16.17740002,120.071389,6,
830,ALA1699-08-29,ALA4959,43694471.57,5966894.304,1/0b,1/0b,1/0i,A5,S,30,Zone 3 Victoria,A,16.17756497,120.071515,6,
831,ALA1699-08-30,ALA4960,43694556.36,5966935.624,,1/0b,1/0i,J6/J15,C,25,Zone 3 Victoria,A,16.17767402,120.071748,6,
832,ALA1699-08-31,ALA4961,43694569.1,5966998.129,,1/0b,1/0i,J5,C,25,Zone 3 Victoria,A,16.17783898,120.071783,6,
833,ALA1699-08-32,ALA4962,43694593.48,5967107.254,,1/0b,1/0i,J6,C,25,Zone 3 Victoria,A,16.17812698,120.07185,6,
834,ALA1501-1-01,ALA4506,43685888.18,5963197.794,1/0b,1/0b,1/0i,A2,S,30,Paradise Telbang,A,16.16780902,120.047928,6,
835,ALA1501-1-02,ALA4507,43685845.6,5963042.435,1/0b,1/0b,1/0i,A2,S,30,Paradise Telbang,A,16.16739898,120.047811,6,
836,ALA1501-1-03,ALA4508,43685863.79,5962903.781,1/0b,1/0b,1/0i,A3,S,30,Paradise Telbang,A,16.16703303,120.047861,6,
837,ALA1501-1-04,ALA4509,43686021,5962877.99,1/0b,1/0b,1/0i,A2,S,30,Paradise Telbang,A,16.16696496,120.048293,6,
838,ALA1501-1-05,ALA4510,43686222.24,5962882.946,1/0b,1/0b,1/0i,A4,S,30,Paradise Telbang,A,16.16697804,120.048846,6,
839,ALA1501-1-06,ALA4511,43686223.69,5962712.057,1/0b,1/0b,1/0i,A2,S,30,Paradise Telbang,A,16.16652701,120.04885,6,
840,ALA1501-1-07,ALA4512,43686173.84,5962525.258,1/0b,1/0b,1/0i,A2,S,30,Paradise Telbang,A,16.16603399,120.048713,6,
841,ALA1501-1-08,ALA4513,43686106.15,5962325.215,1/0b,1/0b,1/0i,A5,S,30,Paradise Telbang,A,16.16550601,120.048527,6,
842,ALA1501-1-09,ALA4514,43686036.28,5962155.85,,1/0b,1/0i,j10,S,25,Paradise Telbang,A,16.165059,120.048335,6,
843,ALA1501-1-10,ALA4515,43685907.46,5961983.091,,1/0b,1/0i,j6/j6,S,25,Paradise Telbang,A,16.16460303,120.047981,6,
844,ALA1501-1-11,ALA4516,43686017.36,5961848.186,,1/0b,1/0i,J6,S,25,Paradise Telbang,A,16.16424697,120.048283,6,
845,ALA0322-A,ALA1418,43669405.52,5960548.64,,1/0b,1/0i,J8J5,W,25,Zone 5 Bued,C,16.16081699,120.002634,6,
846,ALA0322-1,ALA1419,43669272.7,5960505.077,,1/0b,1/0i,J8J5,W,25,Zone 5 Bued,C,16.16070201,120.002269,6,
847,ALA0322-2,ALA1420,43669094.75,5960483.864,,1/0b,1/0i,J6,W,25,Zone 5 Bued,C,16.16064602,120.00178,6,
848,ALA2926-23-1,ALA4912,43664775.57,5959615.093,2b,2b,,A1,S,30,Bued,B,16.15835298,119.989911,6,
849,ALA2926-23-2,ALA4913,43664623.1,5959742.023,2b,2b,,A1,S,30,Bued,B,16.158688,119.989492,6,
850,ALA2926-23-3,ALA4914,43664500.46,5959845.076,2b,2b,2b,A5,S,30,Bued,B,16.15896,119.989155,6,
851,ALA2926-23-4,ALA4915,43664352.35,5959982.614,,2b,2b,J6/J15,S,30,Bued,B,16.15932302,119.988748,6,
852,ALA2926-23-4A,ALA4916,43664282.85,5960039.437,,2b,2b,J15-J5,W,25,S.Quimson Int.,B,16.159473,119.988557,6,
853,ALA2926-23-5,ALA4917,43664210.79,5959893.946,,2b,6i,J6/J6,S,25,S.Quimson Int.,B,16.15908899,119.988359,6,
854,ALA2926-23-6,ALA4918,43664318.15,5959815.16,,2b,6i,J6/J6,W,25,S.Quimson Int.,B,16.15888104,119.988654,6,
855,ALA2926-23-7,ALA4919,43664209.7,5959724.208,,2b,6i,J6,S,25,S.Quimson Int.,B,16.15864098,119.988356,6,
856,ALA2926-23-A,ALA4920,43664920.22,5959467.516,,2b,2b,J6/J6,S,25,S.Quimson Int.,B,16.15796346,119.9903085,6,
857,ALA2926-23-B,ALA4921,43664626.63,5959728.834,,2b,2b,J5,S,25,S.Quimson Int.,B,16.15865319,119.9895017,6,
858,ALA1524-07-1,ALA1541,43688759.38,5960864.63,,2b,2b,J5,S,25,Telbang SIGKING,A,16.16165101,120.055818,6,
859,ALA1524-07-2,ALA1542,43688561.05,5961022.622,,2b,2b,J10,S,25,Telbang SIGKING,A,16.16206801,120.055273,6,
860,ALA1524-07-3,ALA1543,43688436.59,5961094.613,,2b,2b,J10,S,25,Telbang SIGKING,A,16.16225802,120.054931,6,
861,ALA1524-07-4,ALA1544,43688303.77,5961214.338,,2b,2b,J10,S,25,Telbang SIGKING,A,16.16257402,120.054566,6,
862,ALA1524-07-5,ALA1545,43688166.58,5961280.267,,2b,2b,J10,S,25,Telbang SIGKING,A,16.16274803,120.054189,6,
863,ALA1524-07-6,ALA1546,43688003.55,5961252.605,,2b,2b,J6,S,25,Telbang SIGKING,A,16.16267502,120.053741,6,
864,ALA1597,ALA1597,43687881.28,5956156.85,,2b,2b,J5,C,25,pandan,A,16.149225,120.053405,6,
865,ALA1598,ALA1598,43687711.33,5956348.937,,2b,2b,J5,C,25,pandan,A,16.14973202,120.052938,6,
866,ALA1599,ALA1599,43687558.86,5956557.667,,2b,2b,J6,C,25,pandan,A,16.15028297,120.052519,6,
867,ALA1583,ALA1583,43689152.76,5956833.493,,2b,2b,J5,S,25,pandan,A,16.15101102,120.056899,6,
868,ALA1584,ALA1584,43689181.5,5956650.486,,2b,2b,J5/J6,C,25,pandan,A,16.15052797,120.056978,6,
869,ALA1585,ALA1585,43689177.87,5956461.066,,2b,2b,J6,S,25,pandan,A,16.15002799,120.056968,6,
870,ALA1586,ALA1586,43689533.04,5956625.114,,2b,2b,J5,C,25,pandan,A,16.150461,120.057944,6,
871,ALA1587,ALA1587,43689884.93,5956627.02,,2b,2b,J5,C,25,pandan,A,16.15046603,120.058911,6,
872,ALA1588,ALA1588,43690426.42,5956633.085,,2b,2b,J5,C,25,pandan,A,16.15048204,120.060399,6,
873,ALA1589,ALA1589,43691008.3,5956724.761,,2b,2b,J6,C,25,pandan,A,16.15072402,120.061998,6,
874,ALA1638-1-01,ALA1640,43689080.34,5964840.658,2b,2b,2b,A2,C,30,Bolo,A,16.17214498,120.0567,6,
875,ALA1638-1-02,ALA1641,43688902.39,5964880.071,2b,2b,2b,A2/A5,C,30,Bolo,A,16.172249,120.056211,6,
876,ALA1638-1-03,ALA1653,43688800.13,5964899.38,2b,2b,2b,A2,C,30,Bolo,A,16.17229996,120.05593,6,
877,ALA1638-1-04,ALA1654,43688456.97,5964931.616,2b,2b,2b,A1,S,30,Bolo,A,16.17238504,120.054987,6,
878,ALA1638-1-05,ALA1655,43688182.22,5964932.348,2b,2b,2b,A1,W,30,Bolo,A,16.17238697,120.054232,6,
879,ALA1638-1-06,ALA1656,43687957.33,5964925.933,2b,2b,2b,A1,S,30,Bolo,A,16.17237004,120.053614,6,
880,ALA1638-1-07,ALA1657,43687729.89,5964923.262,2b,2b,2b,A1,S,30,Bolo,A,16.17236299,120.052989,6,
881,ALA1638-1-08,ALA1658,43687420.21,5964975.189,2b,2b,,A2,S,30,Bolo,A,16.17250004,120.052138,6,
882,ALA1638-1-09,ALA1659,43687293.94,5965058.524,2b,2b,,A1,S,30,Bolo,A,16.17271998,120.051791,6,
883,ALA1638-1-10,ALA1660,43687210.97,5965166.124,2b,2b,2b,A1,W,30,Bolo,A,16.17300396,120.051563,6,
884,ALA1638-1-11,ALA1661,43687073.05,5965384.37,2b,2b,2b,A1,W,30,Bolo,A,16.17357996,120.051184,6,
885,ALA1638-1-12,ALA1661A,43686934.76,5965579.53,2b,2b,2b,A1,S,30,Bolo,A,16.17409503,120.050804,6,
886,ALA1638-1-13,ALA1661B,43686800.85,5965737.914,2b,2b,2b,A1,S,30,Bolo,A,16.17451304,120.050436,6,
887,ALA1638-1-14,ALA1662,43686700.04,5965869.746,2b,2b,2b,A1,S,30,Bolo,A,16.17486097,120.050159,6,
888,ALA1638-1-15,ALA1662A,43686593.78,5966080.056,2b,2b,2b,A3,S,30,Bolo,A,16.17541602,120.049867,6,
889,,ALA1662B,43686711.33,5966069.439,,2b,2i,J6,S,30,Bolo,A,16.175388,120.05019,6,
890,ALA1638-1-16,ALA1663,43686459.87,5966173.27,2b,2b,2b,A1,W,30,Bolo,A,16.17566203,120.049499,6,
891,ALA1638-1-17,ALA1664,43686298.29,5966250.54,2b,2b,2b,A1,S,30,Bolo,A,16.17586596,120.049055,6,
892,ALA1638-1-18,ALA1665,43686004.99,5966390.374,2b,2b,2b,A1,S,30,Bolo,A,16.17623501,120.048249,6,
893,ALA1638-1-19,ALA1666,43685758.99,5966567.308,2b,2b,2b,A6,W,30,Bolo,A,16.17670197,120.047573,6,
894,ALA1638-1-20,ALA1667,43685692.03,5966740.112,2b,2b,2b,A1,W,30,Bolo,A,16.17715803,120.047389,6,
895,ALA1638-1-21,ALA1668,43685608.7,5966972.749,2b,2b,2b,A4,W,30,Bolo,A,16.177772,120.04716,6,
896,ALA1638-1-21-1,ALA1669,43685883.81,5966914.788,2b,2b,1/0i,A2,S,30,Bolo,A,16.17761903,120.047916,6,
897,ALA1638-1-21-2,ALA1670,43686095.96,5966915.171,2b,2b,1/0i,A1,S,30,Bolo,A,16.17762004,120.048499,6,
898,ALA1638-1-21-3,ALA1671,43686210.23,5966931.812,2b,2b,1/0i,A1,S,30,Bolo,A,16.17766396,120.048813,6,
899,ALA1638-1-21-4,ALA1672,43686317.95,5966943.562,2b,2b,2b,A1,S,30,Bolo,A,16.17769497,120.049109,6,
900,ALA1638-1-21-5,ALA1673,43686426.39,5966991.331,2b,2b,2b,A5,S,30,Bolo,A,16.17782104,120.049407,6,
901,ALA1638-1-21-6,ALA1674,43686549.39,5966967.827,,2b,2b,J6,W,25,Bolo,A,16.17775901,120.049745,6,
902,ALA1638-1-22,ALA1675,43685382.71,5967142.508,2b,2b,2b,A1,S,30,Bolo,A,16.17822002,120.046539,6,
903,ALA1638-1-23,ALA1676,43685256.44,5967342.182,2b,2b,2b,A2,W,30,Bolo,A,16.17874699,120.046192,6,
904,ALA1638-1-24,ALA1677,43685169.47,5967527.848,2b,2b,2b,A2,W,30,Bolo,A,16.17923699,120.045953,6,
905,ALA1638-1-25,ALA1678,43685160,5967755.187,2b,2b,2b,A1,W,30,Bolo,A,16.17983697,120.045927,6,
906,ALA1638-1-26,ALA1679,43685153.45,5968056.051,2b,2b,2b,A5,W,30,Bolo,A,16.18063099,120.045909,6,
907,ALA1638-1-27,ALA1680,43685223.32,5968283.388,,2b,2b,J10,W,25,Bolo,A,16.18123096,120.046101,6,
908,ALA1638-1-28,ALA1681,43685437.3,5968482.716,,2b,2b,J5,W,25,Bolo,A,16.18175701,120.046689,6,
909,ALA1638-1-29,ALA1682,43685588.68,5968592.609,,2b,2b,J7,W,25,Bolo,A,16.18204703,120.047105,6,
910,ALA1638-1-30,ALA1683,43685605.79,5968760.844,,2b,2b,J5,W,25,Bolo,A,16.18249102,120.047152,6,
911,ALA1638-1-31,ALA1684,43685605.42,5968922.248,,2b,2b,J6,S,25,Bolo,A,16.18291698,120.047151,6,
912,ALA1642,ALA1642,43688932.59,5965074.055,2b,2b,2b,A1,C,30,Bolo,A,16.17276097,120.056294,6,
913,ALA1643,ALA1643,43688915.85,5965302.179,2b,2b,2b,A1,C,30,Bolo,A,16.17336304,120.056248,6,
914,ALA1644,ALA1644,43689067.6,5965362.394,,2b,2b,J6,S,25,Bolo,A,16.17352196,120.056665,6,
915,ALA1645,ALA1645,43688902.03,5965634.092,2b,2b,2b,A4,C,30,Bolo,A,16.17423903,120.05621,6,
916,ALA1646,ALA1646,43688832.52,5965761.762,2b,2b,2b,A1,C,30,Bolo,A,16.17457598,120.056019,6,
917,ALA1647,ALA1647,43688737.54,5965857.265,2b,2b,2b,A5,C,30,Bolo,A,16.17482803,120.055758,6,
918,ALA1648,ALA1648,43688603.63,5965981.158,,2b,2b,J8J5,S,25,Bolo,A,16.17515501,120.05539,6,
919,ALA1649,ALA1649,43688517.02,5966105.431,,2b,2b,J8J5,S,25,Bolo,A,16.17548299,120.055152,6,
920,ALA1650,ALA1650,43688324.15,5966090.282,,2b,2b,J8J5,S,25,Bolo,A,16.17544301,120.054622,6,
921,ALA1651,ALA1651,43688145.11,5966059.951,,2b,2b,J10J10,S,25,Bolo,A,16.17536296,120.05413,6,
922,ALA1652,ALA1652,43687997,5966084.595,,2b,2b,J6,S,25,Bolo,A,16.175428,120.053723,6,
923,ALA0291-1,ALA5459,43665797.05,5963199.681,,2b,2b,J7,S,30,BUED,B,16.167814,119.992718,6,
924,,ALA5460,43665691.88,5963107.99,,2b,2b,J5,S,30,,B,16.167572,119.992429,,
925,,ALA5461,43665600.18,5962988.636,,2b,2b,J6,S,30,,B,16.16725699,119.992177,,
926,ALA0282-2,ALA5445,43664462.98,5964345.828,,1/0b,1/0i,J5,S,30,"BUED, Bulls Eye Inn",B,16.170839,119.989052,6,
927,ALA0282-3,ALA5446,43664373.82,5964170.01,,1/0b,1/0i,J5,S,30,"BUED, Bulls Eye Inn",B,16.17037497,119.988807,6,
928,ALA0282-4,ALA5447,43664278.48,5964026.811,,1/0b,1/0i,J5,S,30,"BUED, Bulls Eye Inn",B,16.16999703,119.988545,6,
929,ALA0282-5,ALA5448,43664194.42,5963901.397,,1/0b,1/0i,J6,S,30,"BUED, Bulls Eye Inn",B,16.16966603,119.988314,6,
930,ALA1462-1,ALA5449,43679472.55,5962703.706,2b,2b,2b,B1/A1,S,30,Pandan,A,16.16650497,120.030298,6,
931,ALA1462-2,ALA5450,43679205.81,5962987.875,2b,2b,2b,A1/A5,W,30,Pandan,A,16.16725498,120.029565,6,
932,ALA1462-3,ALA5451,43679102.1,5962804.884,,2b,2b,J5,S,30,Pandan,A,16.16677201,120.02928,6,
933,ALA1462-4,ALA5452,43678943.8,5962636.662,,2b,2b,J6,S,30,Pandan,A,16.16632802,120.028845,6,
934,ALA0311,ALA282,43668006.64,5960528.571,2b,2b,2b,C1,C,35,BUED,CBA,16.16076402,119.9987899,6,
935,ALA0310,ALA283,43667882.18,5960652.054,2b,2b,2b,C1,W,35,BUED,CBA,16.16108994,119.9984479,6,
936,ALA0309,ALA284,43667780.65,5960782.467,2b,2b,2b,C1,S,35,BUED,CBA,16.16143415,119.9981689,6,
937,ALA0308,ALA285,43667668.94,5960908.951,2b,2b,2b,C1,C,35,BUED,CBA,16.16176799,119.9978619,6,
938,ALA0307,ALA286,43667567.08,5961052.531,2b,2b,2b,C1,C,35,BUED,CBA,16.16214695,119.997582,6,
939,ALA0306,ALA287,43667454.27,5961172.662,2b,2b,2b,C1,C,35,BUED,CBA,16.16246402,119.997272,6,
940,ALA0305,ALA288,43667345.1,5961336.69,2b,2b,2b,C2-1,W,35,BUED,CBA,16.16289695,119.996972,6,
941,ALA0304,ALA289,43667242.44,5961470.453,2b,2b,2b,C1,S,35,BUED,CBA,16.16325,119.9966899,6,
942,ALA0303,ALA290,43667124.97,5961607.221,2b,2b,2b,C1,S,35,BUED,CBA,16.16361098,119.9963671,6,
943,ALA0302,ALA291,43667006.7,5961756.925,2b,2b,2b,C1,S,35,BUED,CBA,16.1640061,119.9960421,6,
944,ALA0301,ALA292,43666920.39,5961860.655,2b,2b,2b,C1,W,35,BUED,CBA,16.16427988,119.9958049,6,
945,ALA0300,ALA293,43666802.12,5962007.354,2b,2b,2b,C1,W,35,BUED,CBA,16.16466707,119.9954799,6,
946,ALA0299,ALA294,43666699.93,5962148.973,2b,2b,2b,C1,W,35,BUED,CBA,16.16504085,119.9951991,6,
947,ALA0298,ALA295,43666591.09,5962276.384,2b,2b,2b,C1,W,35,BUED,CBA,16.16537713,119.9949,6,
948,ALA0297,ALA296,43666492.47,5962413.499,2b,2b,2b,C1,W,35,BUED,CBA,16.16573902,119.994629,6,
949,ALA0296,ALA297,43666374.2,5962566.208,2b,2b,2b,C1,W,35,BUED,CBA,16.16614207,119.994304,6,
950,ALA0295,ALA298,43666272.35,5962697.318,2b,2b,2b,C1,W,35,BUED,CBA,16.16648811,119.9940241,6,
951,ALA0294,ALA299,43666152.18,5962827.617,2b,2b,2b,C1,C,35,BUED,CBA,16.16683201,119.9936939,6,
952,ALA0293,ALA300,43666054,5962964.388,2b,2b,2b,C1,W,35,BUED,CBA,16.16719299,119.9934241,6,
953,ALA0292,ALA301,43665939.74,5963103.815,2b,2b,2b,C1,S,35,BUED,CBA,16.16756098,119.9931101,6,
954,ALA0291,ALA302,43665833.77,5963239.426,2b,2b,2b,C1,W,35,BUED,CBA,16.1679189,119.9928189,6,
955,ALA0290,ALA303,43665737.37,5963367.533,2b,2b,2b,C2,W,35,BUED,CBA,16.16825701,119.992554,6,
956,ALA0287-2,ALA304,43665646.72,5963490.327,2b,2b,2b,C1,S,35,BUED,CBA,16.1685811,119.9923049,6,
957,ALA0287-1,ALA305,43665527.43,5963654.356,2b,2b,2b,C1,S,35,BUED,CBA,16.16901402,119.9919771,6,
958,ALA0287,ALA306,43665408.73,5963830.98,2b,2b,2b,C2,W,35,BUED,CBA,16.16948018,119.9916509,6,
959,ALA0286,ALA307,43665232.67,5964000.675,2b,2b,,C1,S,35,BUED,CBA,16.16992805,119.9911671,6,
960,ALA0285,ALA308,43665075.1,5964145.071,2b,2b,,C1,W,35,BUED,CBA,16.17030915,119.9907341,6,
961,ALA0284,ALA309,43664916.8,5964281.84,2b,2b,,C1,W,35,BUED,CBA,16.17067012,119.9902991,6,
962,ALA0283,ALA310,43664770.92,5964414.802,2b,2b,,C1,W,35,BUED,CBA,16.17102104,119.9898982,6,
963,ALA0282,ALA311,43664578.3,5964535.632,2b,2b,,C14,W,35,BUED,CBA,16.17133994,119.9893689,6,
964,ALA0287-A,ALA4362,43665493.56,5964013.8,,1/0i,1/0b,J5,S,25,"BUED, Bulls Eye Inn",B,16.16996269,119.991884,6,
965,ALA0287-B,ALA4363,43665563.42,5964194.657,,1/0i,1/0b,J10,S,25,"BUED, Bulls Eye Inn",B,16.17044002,119.992076,6,
966,ALA0287-C,ALA4364,43665662.04,5964331.059,,1/0i,1/0b,J6,S,25,"BUED, Bulls Eye Inn",B,16.17080002,119.992347,6,
967,ALA0326-1,ALA4922,43670039.4,5959992.029,1/0b,1/0b,,A1,S,30,Hacienda Sabangan,B,16.15934787,120.0043759,6,
