Count,Feeder,PoleId,Permanent Pole ID,Primary,Neutral,Secondary,Construction Primary,Type,Ht,X,Y,Lat,Lon,Location,Phasing,"Length, Primary",Old Id,Remarks
2108,4,ALA1105-1-08-28,ALA3794,,2b,2b,j6/j15,w,25,43661603.42,5977266.487,16.204937,119.981194,alaminos cayocay,A,73,,
2109,4,ALA1105-1-08-29,ALA3795,,2b,2b,j6,w,25,43661337.41,5977444.208,16.20540597,119.980463,alaminos cayocay,A,79,,
2110,4,ALA1105-1-08-21-1-01,ALA3796,2b,2b,2b,A1,s,30,43660747.89,5975262.582,16.19964902,119.978843,cayocay sitio cadcar,A,91,,
2111,4,ALA1105-1-08-21-1-02,ALA3797,2b,2b,2b,A2,s,30,43660528.09,5975042.018,16.19906698,119.978239,cayocay sitio cadcar,A,92,,
2112,4,ALA1105-1-08-21-1-03,ALA3798,2b,2b,2b,A6,s,30,43660373.07,5974850.645,16.19856197,119.977813,cayocay sitio cadcar,A,72,,
2113,4,ALA1105-1-08-21-1-04,ALA3799,1/0b,2b,2b,A2,s,30,43660047.01,5974567.193,16.19781397,119.976917,cayocay sitio cadcar,A,135,,
2114,4,ALA1105-1-08-21-1-05,ALA3800,1/0b,2b,2b,A2,s,30,43659819.2,5974502.78,16.19764399,119.976291,cayocay sitio cadcar,A,69,,
2115,4,ALA1105-1-08-21-1-06,ALA3801,1/0b,2b,2b,A2,s,30,43659553.55,5974361.816,16.197272,119.975561,cayocay sitio cadcar,A,67,,
2116,4,ALA1105-1-08-21-1-07,ALA3802,1/0b,2b,2b,A1,s,30,43659309.74,5974235.623,16.19693899,119.974891,cayocay sitio cadcar,A,76,,
2117,4,ALA1105-1-08-21-1-08,ALA3803,1/0b,1/0b,1/0i,A2,s,30,43659120.87,5974142.017,16.19669197,119.974372,cayocay sitio cadcar,A,78,,
2118,4,ALA1105-1-08-21-1-09,ALA3804,1/0b,1/0b,1/0i,A1,s,30,43658974.95,5973937.402,16.19615201,119.973971,cayocay sitio cadcar,A,78,,
2119,4,ALA1105-1-08-21-1-10,ALA3805,1/0b,1/0b,1/0i,A2,s,30,43658858.13,5973746.794,16.19564901,119.97365,cayocay sitio cadcar,A,87,,
2120,4,ALA1105-1-08-21-1-11,ALA3806,1/0b,1/0b,1/0i,A2,s,30,43658767.16,5973510.323,16.19502498,119.9734,cayocay sitio cadcar,A,79,,
2121,4,ALA1105-1-08-21-1-12,ALA3807,1/0b,1/0b,1/0i,A2,s,30,43658588.48,5973404.997,16.19474703,119.972909,cayocay sitio cadcar,A,77,,
2122,4,ALA1105-1-08-13-01,ALA3753,2b,2b,,A2,s,30,43663087.42,5974241.69,16.196955,119.985272,baleyadaan centro,A,80,,
2123,4,ALA1105-1-08-13-02,ALA3755,2b,2b,,A1,s,30,43663760.28,5973990.826,16.19629299,119.987121,baleyadaan centro,A,82,,
2124,4,ALA1105-1-08-13-03,ALA3754,2b,2b,,A1,s,30,43663441.5,5974117.783,16.19662802,119.986245,baleyadaan centro,A,79,,
2125,4,ALA1105-1-08-13-04,ALA3756,2b,2b,2b,A1,s,30,43664109.27,5973865.778,16.195963,119.98808,baleyadaan centro,A,85,,
2126,4,ALA1105-1-08-13-05,ALA3757,2b,2b,2b,A1,S,30,43664366.18,5973792.627,16.19576996,119.988786,baleyadaan centro,A,57,,
2127,4,ALA1105-1-08-13-05-1,ALA3758,,2b,2b,j10,S,30,43664425.5,5974029.099,16.19639399,119.988949,baleyadaan centro,A,58,,
2128,4,ALA1105-1-08-13-05-2,ALA3759,,2b,2b,j10,S,30,43664591.44,5974135.95,16.19667596,119.989405,baleyadaan centro,A,39,,
2129,4,ALA1105-1-08-13-05-3,ALA3760,,2b,2b,J5,S,30,43664658.4,5974403.871,16.19738298,119.989589,baleyadaan centro,A,78,,
2130,4,ALA1105-1-08-13-05-4,ALA3761,,2b,2b,J5,S,30,43664751.19,5974656.64,16.19805001,119.989844,baleyadaan centro,A,79,,
2131,4,ALA1105-1-08-13-05-5,ALA3762,,2b,2b,J5,S,30,43664818.88,5974988.594,16.198926,119.99003,baleyadaan centro,A,82,,
2132,4,ALA1105-1-08-13-05-6,ALA3763,,2b,2b,J5,S,30,43664857.45,5975318.295,16.19979604,119.990136,baleyadaan centro,A,84,,
2133,4,ALA1105-1-08-13-05-7,ALA3764,,2b,2b,j6,s,30,43664884.02,5975555.124,16.200421,119.990209,baleyadaan centro,A,85,,
2134,4,ALA1105-1-08-13-06,ALA3765,2b,2b,2b,A1,s,30,43664688.24,5973728.594,16.19560098,119.989671,baleyadaan Rasing Razote RD,A,98,,
2135,4,ALA1105-1-08-13-07,ALA3766,2b,2b,2b,A2,s,30,43664841.8,5973653.192,16.195402,119.990093,baleyadaan Rasing Razote RD,A,80,,
2136,4,ALA1105-1-08-13-08,ALA3767,2b,2b,2b,A2,s,30,43664960.07,5973603.926,16.19527199,119.990418,baleyadaan Rasing Razote RD,A,37,,
2137,4,ALA1105-1-08-13-09,ALA3768,2b,2b,2b,A1,w,30,43665174.41,5973512.608,16.19503101,119.991007,baleyadaan Rasing Razote RD,A,67,,
2138,4,ALA1105-1-08-13-10,ALA3769,2b,2b,2b,A5,W,30,43665404.03,5973414.463,16.19477201,119.991638,baleyadaan Rasing Razote RD,A,87,,
2139,4,ALA1105-1-08-13-10-L1,ALA3770,,2b,2b,j10,s,30,43665474.27,5973648.265,16.195389,119.991831,baleyadaan Humilde RD,A,78,,
2140,4,ALA1105-1-08-13-10-L2,ALA3771,,2b,2b,J5,s,30,43665579.07,5973927.936,16.19612703,119.992119,baleyadaan Humilde RD,A,82,,
2141,4,,ALA3771A,,2b,2b,J5,s,30,43665644.1,5974098.472,16.19657706,119.9922977,baleyadaan Humilde RD,A,,,For print sticker
2142,4,ALA1105-1-08-13-10-L3,ALA3772,,2b,2b,j10,s,30,43665672.23,5974181.434,16.19679599,119.992375,baleyadaan Humilde RD,A,87,,
2143,4,ALA1105-1-08-13-10-L4,ALA3773,,2b,2b,J5,s,30,43665769.03,5974430.39,16.19745296,119.992641,baleyadaan Humilde RD,A,73,,
2144,4,ALA1105-1-08-13-10-L5,ALA3774,,2b,2b,j6/J6,s,25,43665816.34,5974700.219,16.19816501,119.992771,baleyadaan Humilde RD,A,87,,
2145,4,ALA1105-1-08-13-10-L6,ALA3775,,2b,2b,J6,W,25,43665894.58,5975022.707,16.19901602,119.992986,baleyadaan Humilde RD,A,96,,
2146,4,ALA1105-1-08-13-10-R1,ALA3776,,2b,2b,J5,s,25,43665321.06,5973149.216,16.19407204,119.99141,baleyadaan Humilde RD,A,78,,
2147,4,ALA1105-1-08-13-10-R2,ALA3777,,2b,2b,j7,s,25,43665248.28,5972878.253,16.19335698,119.99121,baleyadaan Humilde RD,A,85,,
2148,4,ALA1105-1-08-13-10-R3,ALA3778,,2b,2b,j6,s,25,43665170.77,5972605.414,16.19263697,119.990997,baleyadaan Humilde RD,A,77,,
2149,4,ALA1196,ALA1196,2b,2b,,A1,c,30,43660383.98,5971671.361,16.19017202,119.977843,cayocay sitio laet ,A,98,,
2150,4,ALA1197,ALA1197,2b,2b,2b,A1,c,30,43660535.73,5971952.135,16.19091298,119.97826,cayocay sitio laet ,A,96,,
2151,4,ALA1198,ALA1198,2b,2b,2b,A5,c,30,43660676.93,5972196.543,16.19155797,119.978648,cayocay sitio laet ,A,101,,
2152,4,ALA1199,ALA1199,,2b,2b,J8,s,25,43660762.08,5972429.614,16.19217304,119.978882,cayocay sitio laet ,A,98,,
2153,4,ALA1200,ALA1200,,2b,2b,J10,s,30,43660883.62,5972699.019,16.19288399,119.979216,cayocay sitio laet ,A,97,,
2154,4,ALA1201,ALA1201,,2b,2b,j10,s,25,43660848.69,5973087.438,16.19390901,119.97912,cayocay sitio laet ,A,106,,
2155,4,ALA1202,ALA1202,,2b,2b,J6,s,25,43661161.28,5973240.533,16.19431302,119.979979,cayocay sitio laet ,A,98,,
2156,4,ALA1211-1-01,ALA1212,2b,2b,2b,A2,c,30,43658687.83,5971098.797,16.18866102,119.973182,cayocay,A,48,,
2157,4,ALA1211-1-02,ALA1213,2b,2b,2b,A2,c,30,43658657.26,5970959.333,16.18829297,119.973098,cayocay,A,47,,
2158,4,ALA1211-1-03,ALA1214,2b,2b,2b,A2,c,30,43658666.36,5970786.171,16.18783599,119.973123,cayocay,A,35,,
2159,4,ALA1211-1-04,ALA1215,2b,2b,2b,A1,s,30,43658623.05,5970580.8,16.18729401,119.973004,cayocay,A,39,,
2160,4,ALA1211-1-05,ALA1216,2b,2b,2b,A4,c,30,43658555.73,5970416.721,16.186861,119.972819,cayocay,A,49,,
2161,4,ALA1211-1-06,ALA1217,2b,2b,2b,A1,c,30,43658486.95,5970330.334,16.18663302,119.97263,cayocay,A,112,,VERIFY
2162,4,ALA1211-1-07,ALA1218,2b,2b,2b,A5,c,30,43658477.86,5970178.768,16.18623303,119.972605,cayocay,A,87,,
2163,4,ALA1211-1-08,ALA1219,,2b,2b,J8,c,25,43658159.44,5970292.442,16.18653302,119.97173,cayocay,A,78,,
2164,4,ALA1211-1-09,ALA1220,,2b,2b,J10,c,25,43657970.94,5970370.86,16.18673997,119.971212,cayocay,A,89,,
2165,4,ALA1211-1-10,ALA1221,,2b,2b,J8,c,25,43657873.41,5970329.572,16.18663101,119.970944,cayocay,A,88,,
2166,4,ALA1211-1-11,ALA1222,,2b,2b,J10,c,25,43657734.76,5970314.419,16.18659102,119.970563,cayocay,A,87,,
2167,4,ALA1211-1-12,ALA1223,,2b,2b,J8,c,25,43657561.55,5970335.635,16.18664701,119.970087,cayocay,A,85,,
2168,4,ALA1211-1-13,ALA1224,,2b,2b,J6,c,25,43657338.11,5970351.55,16.18668901,119.969473,cayocay,A,80,,
2169,4,ALA1211-1-14,ALA1225,,2b,2b,J6,C,25,43657246.04,5970338.655,16.18665498,119.96922,cayocay,A,28,,
2170,4,ALA1237-1,ALA3812,,1/0b,1/0i,j8,s,30,43657522.97,5973572.481,16.19518901,119.969981,Mona,A,71,,
2171,4,ALA1237-2,ALA3813,,1/0b,1/0i,j7,s,30,43657478.58,5973378.096,16.19467604,119.969859,Mona,A,70,,
2172,4,ALA1237-3,ALA3814,,1/0b,1/0i,j10,s,30,43657343.93,5973186.727,16.19417103,119.969489,Mona,A,73,,
2173,4,ALA1237-4,ALA3815,,1/0b,1/0i,j7,s,30,43657198.37,5973023.405,16.19374003,119.969089,Mona,A,71,,
2174,4,ALA1237-5,ALA3816,,1/0b,1/0i,j10,s,30,43657066.27,5972841.503,16.19326,119.968726,Mona,A,67,,
2175,4,ALA1237-6,ALA3817,,1/0b,1/0i,j6,s,30,43656984.39,5972674.021,16.19281802,119.968501,Mona,A,77,,
2176,4,ALA1239-01,ALA3818,2b,2b,,A1,s,30,43657708.93,5974554.711,16.19778103,119.970492,Mona,A,70,,
2177,4,ALA1239-03,ALA3819,2b,2b,,A1,s,30,43658045.54,5974792.678,16.198409,119.971417,Mona,A,79,,
2178,4,ALA1239-04,ALA3820,2b,2b,,A1,s,30,43658246.78,5974926.052,16.19876096,119.97197,Mona,A,89,,For installed sticker
2179,4,ALA1239-05,ALA3822,2b,2b,,A1,s,30,43658369.41,5975003.365,16.19896498,119.972307,Mona,A,86,,Sobra sticker
2180,4,ALA1239-06,ALA3823,2b,2b,,A5,s,30,43658561.55,5975119.71,16.199272,119.972835,Mona,A,96,,
2181,4,ALA1239-07,ALA3824,,2b,2b,J6/j15,s,25,43658629.6,5975039.384,16.19906003,119.973022,Mona,A,30,,
2182,4,ALA1239-08,ALA3825,,2b,2b,J10,s,25,43658725.31,5974970.393,16.19887797,119.973285,Mona,A,36,,
2183,4,ALA1239-09,ALA3826,,2b,2b,J10,s,25,43658904.35,5974883.618,16.19864898,119.973777,Mona,A,37,,
2184,4,ALA1239-10,ALA3827,,2b,2b,J6,s,25,43659046.27,5974762.377,16.19832904,119.974167,Mona,A,35,,
2188,4,ALA0215-1,ALA3653,,2b,2b,J8,C,25,43663691.14,5963145.11,16.16766997,119.986931,Cadre Rd. Magsaysay,A,49,,
2189,4,ALA0215-2,ALA3654,,2b,2b,J6,C,25,43663821.78,5963037.892,16.16738699,119.98729,Cadre Rd. Magsaysay,A,42,,
2223,4,ALA0198-1-1,ALA3613,2b,2b,,A14,c,30,43662193.31,5960698.285,16.16121196,119.982815,san jose drive going DENR,A,40,,
2224,4,ALA0198-1-2,ALA3614,2b,2b,,A14,c,30,43662319.22,5960621.02,16.16100803,119.983161,san jose drive going DENR,A,44,,
2225,4,ALA0198-1-3,ALA3615,2b,2b,,A5,c,30,43662444.77,5960591.836,16.160931,119.983506,san jose drive going DENR,A,44,,
2226,4,ALA0343-1,ALA0343A,,,,j8,s,25,43661567.76,5958480.407,16.15535804,119.981096,TONGLING,A,45,,
2227,4,ALA0031-L2-1,ALA3065,,,,A5,c,30,43660929.11,5958236.404,16.154714,119.979341,Montemayor St.,A,35,,
2238,4,ALA0031-R5-L1,ALA3066,,,,J8/J5,s,25,43661662.74,5957785.179,16.153523,119.981357,Montemayor St.,C,49,,
2239,4,ALA0031-R5-L2,ALA3067,,,,j10,w,25,43661689.31,5957908.687,16.153849,119.98143,Montemayor St.,C,38,,
2240,4,ALA0217-1,ALA3655,,,,J8J5,S,25,43663827.24,5963511.882,16.16863799,119.987305,,,25,,
2241,4,ALA0217-2,ALA3656,,,,J6J6,S,25,43663879.28,5963493.684,16.16858996,119.987448,,,16,,
2250,4,ALA0104-03-L1,ALA3181,,,,J10,C,25,43651247.82,5962153.565,16.16505297,119.952737,Mercedez Heighs,,56,,
2251,4,ALA0104-03-L2,ALA3182,,,,J10,C,25,43651373.36,5962065.691,16.16482104,119.953082,Mercedez Heighs,,44,,
2252,4,ALA0104-03-L3,ALA3183,,,,J5,C,25,43651502.18,5961969.053,16.16456598,119.953436,Mercedez Heighs,,47,,
2253,4,ALA0104-03-L4,ALA3184,,,,J5,C,25,43651613.18,5961889.12,16.16435501,119.953741,Mercedez Heighs,,40,,
2254,4,ALA0104-03-L5,ALA3185,,,,J6,C,25,43651774.38,5961768.249,16.16403599,119.954184,Mercedez Heighs,,59,,
2255,4,ALA0104-03-R1,ALA3186,,,,J5,C,25,43650904.65,5962152.834,16.16505104,119.951794,Mercedez Heighs,,44,,
2256,4,ALA0104-03-R2,ALA3187,,,,J5,C,25,43650769.28,5962148.261,16.16503897,119.951422,Mercedez Heighs,,39,,
2257,4,ALA0104-03-R3,ALA3188,,,,J6,C,25,43650616.44,5962146.768,16.16503503,119.951002,Mercedez Heighs,,44,,
2258,4,ALA0104-04-R1,ALA3189,,,,J5,C,25,43650910.48,5962001.254,16.16465097,119.95181,Mercedez Heighs,,55,,
2259,4,ALA0104-04-R2,ALA3190,,,,J5,C,25,43650751.09,5961991.411,16.16462499,119.951372,Mercedez Heighs,,46,,
2260,4,ALA0104-04-R3,ALA3191,,,,J6,C,25,43650627.36,5961987.63,16.16461501,119.951032,Mercedez Heighs,,36,,
2261,4,ALA0104-05-L1,ALA3192,,,,J10,C,25,43651167.39,5961770.917,16.16404303,119.952516,Mercedez Heighs,,35,,
2262,4,ALA0104-05-L2,ALA3193,,,,J5/J15,C,25,43651306.77,5961739.064,16.16395896,119.952899,Mercedez Heighs,,42,,
2263,4,ALA0104-05-L2-1,ALA3194,,,,J6,C,25,43651330.79,5961934.215,16.16447403,119.952965,Mercedez Heighs,,57,,
2264,4,ALA0104-05-L3,ALA3195,,,,J10,C,25,43651489.45,5961726.584,16.16392602,119.953401,Mercedez Heighs,,53,,
2265,4,ALA0104-05-L4,ALA3196,,,,J6,C,25,43651675.04,5961703.086,16.163864,119.953911,Mercedez Heighs,,54,,
2266,4,ALA0104-05-R1,ALA3197,,,,J10,C,25,43650874.81,5961843.643,16.16423498,119.951712,Mercedez Heighs,,56,,
2267,4,ALA0104-05-R2,ALA3198,,,,J5,C,25,43650713.61,5961835.323,16.16421302,119.951269,Mercedez Heighs,,47,,
2268,4,ALA0104-05-R3,ALA3199,,,,J10,C,25,43650594.61,5961824.714,16.16418502,119.950942,Mercedez Heighs,,35,,
2269,4,ALA0104-05-R3-1,ALA3200,,,,J10,C,25,43650657.56,5961692.86,16.16383701,119.951115,Mercedez Heighs,,42,,
2270,4,ALA0104-05-R3-2,ALA3201,,,,J6,C,25,43650744.17,5961572.751,16.16352,119.951353,Mercedez Heighs,,43,,
2271,4,ALA0104-05-R4,ALA3202,,,,J5/J15,C,25,43650435.58,5961768.249,16.16403599,119.950505,Mercedez Heighs,,49,,
2272,4,ALA0104-05-R4-L1,ALA3203,,,,J10,C,25,43650508.36,5961603.811,16.16360198,119.950705,Mercedez Heighs,,52,,
2273,4,ALA0104-05-R4-L2,ALA3204,,,,J6,C,25,43650627.72,5961418.156,16.16311197,119.951033,Mercedez Heighs,,64,,
2274,4,ALA0104-05-R4-R1,ALA3205,,,,J6,C,25,43650394.46,5961909.951,16.16440999,119.950392,Mercedez Heighs,,43,,
2275,4,ALA0104-06-A,ALA3206,,,,J10,C,25,43650892.28,5961545.854,16.16344901,119.95176,Mercedez Heighs,,38,,
2276,4,ALA0104-06-B,ALA3207,,,,J6,C,25,43650801.67,5961397.704,16.16305799,119.951511,Mercedez Heighs,,50,,
2277,4,ALA0104-06-R1,ALA3208,,,,J6,C,25,43650915.21,5961692.477,16.163836,119.951823,Mercedez Heighs,,32,,
2278,4,ALA0104-07-R1,ALA3209,,,,J10/J15,C,25,43651127.36,5961393.165,16.16304601,119.952406,Mercedez Heighs,,39,,
2279,4,ALA0104-07-R2,ALA3210,,,,J10,C,25,43651028.38,5961279.123,16.16274501,119.952134,Mercedez Heighs,,44,,
2280,4,ALA0104-07-R3,ALA3211,,,,J10,C,25,43650928.67,5961126.435,16.16234201,119.95186,Mercedez Heighs,,53,,
2281,4,ALA0104-07-L1,ALA3212,,,,J10,C,25,43651196.14,5961627.309,16.163664,119.952595,Mercedez Heighs,,33,,
2282,4,ALA0104-07-L2,ALA3213,,,,J5,C,25,43651374.09,5961620.103,16.16364498,119.953084,Mercedez Heighs,,52,,
2283,4,ALA0104-07-L3,ALA3214,,,,J6,C,25,43651535.3,5961601.557,16.16359603,119.953527,Mercedez Heighs,,47,,
2284,4,ALA0104-08-R1,ALA3215,,,,J10/J15,C,25,43651249.27,5961392.783,16.163045,119.952741,Mercedez Heighs,,38,,
2285,4,ALA0104-08-R2,ALA3216,,,,J10,C,25,43651184.5,5961258.292,16.16269003,119.952563,Mercedez Heighs,,43,,
2286,4,ALA0104-08-R3,ALA3217,,,,J6,C,25,43651068.05,5961130.595,16.16235299,119.952243,Mercedez Heighs,,50,,
2287,4,ALA0104-09-L1,ALA3218,,,,J6,C,25,43651624.09,5961606.479,16.16360902,119.953771,Mercedez Heighs,,60,,
2288,4,ALA0104-09-R1,ALA3219,,,,J5/J15,C,25,43651403.57,5961342.001,16.16291097,119.953165,Mercedez Heighs,,39,,
2289,4,ALA0104-09-R2,ALA3220,,,,J5,C,25,43651248.54,5961161.272,16.16243396,119.952739,Mercedez Heighs,,69,,
2290,4,ALA0104-09-R3,ALA3221,,,,J10,C,25,43651127.36,5961021.095,16.16206398,119.952406,Mercedez Heighs,,54,,
2291,4,ALA0104-09-R4,ALA3222,,,,J6,C,25,43650965.06,5960988.133,16.16197698,119.95196,Mercedez Heighs,,48,,
2296,4,ALA0115A,ALA0115A,,,,C14/A5-1,C,35,43649553.75,5963132.86,16.16763764,119.9480817,San Roque,,,,
2297,4,ALA0115A-1,ALA5506 change id,,,,A2,C,30,43649449.04,5963115.568,16.167592,119.947794,San Roque Cell Site,,,,
2298,4,ALA0115A-2,ALA5507 change id,,,,A5,C,30,43649325.31,5963118.22,16.167599,119.947454,San Roque Cell Site,,,,
2406,4,,ALA0460,,,,J6,W,25,,,16.158067,119.978392,"M. Rabago St., Pob.",,,,
2408,4,,ALA0082A,,,,C14,C,35,,,16.165153,119.962186,Pogo,,,,
15,4,ALA0012-1-1,ALA3051,,2b,1/0i,J10,S,25,43660030.63,5955873.09,16.148476,119.976872,Palamis,B,32.9,ALA0012-1-1,
16,4,ALA0012-1-2,ALA3052,,2b,1/0i,J7,S,25,43659941.84,5955931.804,16.14863098,119.976628,Palamis,B,38,ALA0012-1-2,
17,4,ALA0012-1-3,ALA3053,,2b,1/0i,J6,S,25,43659792.28,5956032.594,16.14889702,119.976217,Palamis,B,32,ALA0012-1-3,
20,4,ALA0013-2,ALA3054,,2b,1/0i,J10,S,25,43660063.75,5956032.212,16.14889601,119.976963,Palamis,B,53,ALA0013-2,
21,4,ALA0013-3,ALA3055,,2b,1/0i,J10,S,25,43659963.31,5956071.241,16.14899903,119.976687,Palamis,B,32,ALA0013-3,
22,4,ALA0013-4,ALA3056,,2b,1/0i,J5,S,25,43659813.75,5956171.997,16.14926498,119.976276,Palamis,B,54,ALA0013-4,
23,4,ALA0013-5,ALA3057,,2b,1/0i,J7,S,25,43659690.38,5956266.725,16.14951502,119.975937,Palamis,B,47,ALA0013-5,
24,4,ALA0013-6,ALA3058,,2b,1/0i,J5,S,25,43659526.63,5956231.477,16.14942198,119.975487,Palamis,B,51,ALA0013-6,
25,4,ALA0013-7,ALA3059,,2b,1/0i,J5,S,25,43659358.5,5956190.955,16.14931502,119.975025,Palamis,B,52,ALA0013-7,
26,4,ALA0013-8,ALA3060,,2b,1/0i,J6,S,25,43659153.99,5956165.553,16.14924797,119.974463,Palamis,B,63,ALA0013-8,
29,4,ALA0350,ALA0350,2b,2b,1/0i,A1,w,35,43660155.45,5956219.725,16.14939096,119.977215,Palamis,B,43,ALA0350,
30,4,ALA0351,ALA0351,2b,2b,1/0i,A1,c,35,43660003.34,5956300.447,16.14960403,119.976797,Palamis,B,52,ALA0351,
31,4,ALA0352,ALA0352,2b,2b,1/0i,A4,c,35,43659892.71,5956372.786,16.14979497,119.976493,Palamis,B,40,ALA0352,
32,4,ALA0353,ALA0353,2b,2b,1/0i,A5,c,35,43659970.95,5956511.079,16.15016,119.976708,Palamis,B,47,ALA0353,
33,4,ALA0354,ALA0354,,2b,1/0i,J6,s,25,43660061.93,5956634.578,16.15048598,119.976958,Palamis,B,45,ALA0354,
38,4,ALA0355,ALA0355,2b,2b,1/0i,A2,W,30,43660648.18,5956477.736,16.15007199,119.978569,De Guzman St. Alaminos,C,61,ALA0355,
39,4,ALA0356,ALA0356,2b,2b,1/0i,A1,W,30,43660768.27,5956439.472,16.14997099,119.978899,De Guzman St. Alaminos,C,38,ALA0356,
40,4,ALA0357,ALA0357,2b,2b,,A2,C,30,43661671.84,5956256.879,16.14948903,119.981382,De Guzman St. Alaminos,C,78,ALA0357,
41,4,ALA0358,ALA0358,2b,2b,,A1,W,30,43661872.71,5956184.889,16.14929901,119.981934,De Guzman St. Alaminos,C,65,ALA0358,
42,4,ALA0359,ALA0359,2b,2b,,A4,C,30,43662115.8,5956117.063,16.14911998,119.982602,De Guzman St. Alaminos,C,77,ALA0359,
43,4,ALA0360,ALA0360,2b,2b,,A5,C,30,43662214.42,5956389.459,16.14983898,119.982873,De Guzman St. Alaminos,C,85,ALA0360,
50,4,ALA0370,ALA0370,,2b,2b,j10,c,25,43662071.04,5955913.639,16.14858303,119.982479,De Guzman St. Alaminos,C,60,ALA0370,
51,4,ALA0371,ALA0371,,2b,2b,j10,s,25,43662115.8,5955761.344,16.14818104,119.982602,De Guzman St. Alaminos,C,48,ALA0371,
52,4,ALA0372,ALA0372,,2b,2b,j6,c,25,43662226.43,5955555.984,16.14763898,119.982906,De Guzman St. Alaminos,C,68,ALA0372,
44,4,ALA0361,ALA0361,,2b,1/0i,J5,C,25,43661440.03,5956438.71,16.14996898,119.980745,D. G. Rodriguez St. Alaminos,C,41,ALA0361,
45,4,ALA0362,ALA0362,,2b,1/0i,J5,w,25,43661467.32,5956626.637,16.15046502,119.98082,D. G. Rodriguez St. Alaminos,C,54,ALA0362,
46,4,ALA0363,ALA0363,,2b,1/0i,j5,w,25,43661491.34,5956752.8,16.15079803,119.980886,D. G. Rodriguez St. Alaminos,C,37,ALA0363,
47,4,ALA0364,ALA0364,,2b,1/0i,J5/J15,w,25,43661515.36,5956870.234,16.151108,119.980952,D. G. Rodriguez St. Alaminos,C,36,ALA0364,
48,4,ALA0364-1,ALA0364A,,2b,1/0i,j5,w,25,43661543.38,5957066.482,16.151626,119.981029,D. G. Rodriguez St. Alaminos,C,58,ALA0364-1,
37,4,ALA0018-1,ALA3061,,2b,1/0i,J6,S,25,43660351.6,5956608.824,16.150418,119.977754,Palamis,B,37,ALA0018-1,
1836,4,CSI/NEPO06-1,ALA0368,,2b,2i,J10/J15,C,25,43661083.41,5955863.244,16.14845001,119.979765,"MONTEMAYOR ST., ALAMINOS",C,41,CSI/NEPO06-1,
1837,4,CSI/NEPO06-1-1,ALA0368A,,2b,2i,J6,S,30,43661100.15,5956016.304,16.14885402,119.979811,"MONTEMAYOR ST., ALAMINOS",C,45,CSI/NEPO06-1-1,
49,4,ALA0369,ALA0369,,2b,2i,J6,C,25,43661010.26,5955871.946,16.14847298,119.979564,De Guzman St. Alaminos,C,23,ALA0369,
1240,4,ALA0374,ALA0374,2b,2b,1/0i,C7,W,35,43660812.66,5957055.874,16.151598,119.979021,Asisten St.,ABC,46,ALA0374,
1241,4,,ALA0374A,1/0i,2b,1/0i,A15,C,35,43660962.23,5957018.746,16.15146839,119.9794229,Asisten St.,C,,,
1242,4,ALA0375,ALA0375,,2b,1/0i,j5,W,25,43660898.18,5957027.835,16.15152399,119.979256,Asisten St.,C,27,ALA0375,
1243,4,ALA0376,ALA0376,,2b,1/0i,j5,S,30,43661228.97,5956935.015,16.15127899,119.980165,Asisten St.,C,54,ALA0376,
1244,4,ALA0377,ALA0377,,2b,1/0i,j5,W,25,43661388.36,5956897.129,16.15117899,119.980603,Asisten St.,C,50,ALA0377,
60,4,ALA0022-2,ALA3062,,2b,2i,J10,S,25,43660740.61,5957369.936,16.15242697,119.978823,Palamis,B,15,ALA0022-2,
61,4,ALA0022-3,ALA3063,,2b,2i,J6,S,25,43660623.8,5957426.398,16.152576,119.978502,Palamis,B,39,ALA0022-3,
2228,4,ALA0031-R3,ALA0379,2b,2b,2i,A1,S,30,43661448.04,5957856.783,16.153712,119.980767,Montemayor St.,C,57,,
2229,4,ALA0031-R4, ALA0380,2b,2b,2i,A1,W,30,43661596.15,5957760.931,16.153459,119.981174,Montemayor St.,C,37,,
2230,4,ALA0031-R5, ALA0381,2b,2b,2i,A4,S,30,43661649.64,5957723.424,16.15336,119.981321,Montemayor St.,C,47,,
2233,4,ALA0031-R5-1,ALA0386,2b,2b,2i,A5,S,30,43661645.27,5957573.778,16.15296501,119.981309,Montemayor St.,C,67,,
2231,4,ALA0031-R6, ALA0382,,2b,2i,J8,w,25,43661775.19,5957646.148,16.15315603,119.981666,Montemayor St.,C,39,,
2232,4,ALA0031-R7, ALA0383,,2b,2i,j6,S,25,43661894.18,5957566.186,16.15294497,119.981993,Montemayor St.,C,41,,
2234,4,ALA0031-R5-2,ALA0387,,2b,1/0i,j8,w,25,43661617.98,5957429.417,16.15258397,119.981234,Montemayor St.,C,45,,
2235,4,ALA0031-R5-3,ALA0389,,2b,1/0i,j8/j15,C,25,43661601.6,5957336.244,16.15233804,119.981189,Montemayor St.,C,39,,
2237,4,ALA0031-R5-3-1,ALA0388,,2b,1/0i,J6,W,25,43661593.96,5957280.545,16.15219102,119.981168,Montemayor St.,C,20,,
2236,4,ALA0031-R5-4,ALA0390,,2b,1/0i,J6,W,25,43661509.9,5957350.251,16.15237501,119.980937,Montemayor St.,C,41,,
89,4,ALA0041-L1,ALA3070,2b,2b,1/0i,A1X,C,30,43660792.65,5958467.132,16.155323,119.978966,C.P. Garcia St.,A,42,,
